Sample ID#,SiO2,TiO2,Al2O3,FeO*,FeO,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Ni,Cr,Sc,V,Ba,Rb,Sr,Zr,Y,Nb,Ga,Cu,Zn,Pb,La,Ce,Th,U,Formation (Given),FormationID (Given),Highest Prob Formation,Probability ,2nd Highest Prob Formation,Probability,Member (Given),Highest Prob Member ,Probability,2nd Highest Prob Member,Probability,Source,Reference
1198,51.16,2.697,14.11,13.34,nan,nan,0.205,4.58,9.12,3.18,0.98,0.377,41,111,35,375,371,20,321,198,42,16,21,135,128,6,17,42,3,nan,Imnaha,1,Imnaha,0.94140491,Wanapum,0.04390501,Undifferentiated,AmericanBar,0.98636547,LowerSteens,0,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000057"
1199,52.54,2.618,13.61,13.05,nan,nan,0.221,4.77,8.51,3.01,1.05,0.385,33,64,37,375,434,28,292,219,43,14.9,19,145,128,11,24,45,6,nan,Imnaha,1,Imnaha,0.92574547,Wanapum,0.03196823,Undifferentiated,AmericanBar,0.61652542,BuckhornSprings,0.2927274,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000066"
1200,53.41,2.573,13.43,12.86,nan,nan,0.218,4.62,8.31,2.81,1.12,0.39,32,67,37,367,425,29,290,220,43,15.2,20,140,128,8,26,49,5,nan,Imnaha,1,Imnaha,0.70972382,GrandeRonde,0.17790923,Undifferentiated,BuckhornSprings,0.44389018,AmericanBar,0.28141195,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000068"
1201,52.26,2.613,13.73,12.99,nan,nan,0.219,4.79,8.77,2.92,1.08,0.39,31,72,38,378,420,27,295,218,42,15,21,143,133,9,23,49,6,nan,Imnaha,1,Imnaha,0.68725096,Wanapum,0.21397658,Undifferentiated,AmericanBar,0.5160353,BuckhornSprings,0.3108736,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000063"
1202,51.93,2.665,13.58,13.41,nan,nan,0.227,4.78,8.62,3.12,1.01,0.393,35,67,37,383,437,25,288,219,43,14.4,19,149,134,9,21,46,5,nan,Imnaha,1,Imnaha,0.88947449,Wanapum,0.07006339,Undifferentiated,AmericanBar,0.66994341,BuckhornSprings,0.27146878,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000064"
1203,51.65,2.58,13.71,13.02,nan,nan,0.216,4.91,9.16,3.08,1.05,0.394,30,84,37,358,376,25,285,204,43,16.8,23,135,123,3,22,47,4,nan,Imnaha,1,Imnaha,0.83985893,Wanapum,0.11617327,Undifferentiated,AmericanBar,0.96691092,WeissenfelsRidge,0.02066829,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000058"
1204,52.94,2.611,13.92,12.35,nan,nan,0.206,4.54,8.75,3.05,0.99,0.394,34,74,39,377,441,22,303,219,40,14.6,21,136,130,13,24,44,4,nan,Imnaha,1,Imnaha,0.66223905,GrandeRonde,0.13184369,Undifferentiated,AmericanBar,0.51416164,BuckhornSprings,0.30744267,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000067"
1205,52.38,2.61,13.59,13.09,nan,nan,0.226,4.74,8.71,2.93,1.09,0.395,34,70,38,376,420,28,295,219,42,15.1,21,142,135,11,24,45,5,nan,Imnaha,1,Imnaha,0.57342876,Wanapum,0.3331225,Undifferentiated,BuckhornSprings,0.42001735,AmericanBar,0.41517184,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000065"
1206,52.37,2.602,13.69,12.99,nan,nan,0.225,4.79,8.77,2.87,1.07,0.396,35,74,38,374,413,26,297,218,42,14.8,21,140,132,9,26,45,6,nan,Imnaha,1,Imnaha,0.50365159,Wanapum,0.38294876,Undifferentiated,BuckhornSprings,0.41701065,AmericanBar,0.37022479,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000062"
1207,52.03,2.598,13.85,12.98,nan,nan,0.217,4.84,8.88,2.94,1.02,0.396,36,73,38,377,400,25,298,215,42,14.6,20,143,132,7,27,47,4,nan,Imnaha,1,Imnaha,0.60759221,Wanapum,0.32840558,Undifferentiated,AmericanBar,0.58818995,BuckhornSprings,0.29914116,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000061"
1208,51.61,2.612,13.55,13.35,nan,nan,0.211,4.79,9.09,3.06,1.1,0.397,29,89,40,376,385,24,286,208,44,17.7,22,124,124,10,9,46,4,nan,Imnaha,1,Wanapum,0.54112615,Imnaha,0.34790169,Undifferentiated,AmericanBar,0.74967707,WeissenfelsRidge,0.2042747,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000059"
1209,52.43,2.584,13.97,12.67,nan,nan,0.215,4.73,8.86,2.91,0.98,0.399,35,70,38,370,419,24,309,221,42,15,19,138,134,8,25,49,5,nan,Imnaha,1,Imnaha,0.66247647,Wanapum,0.2338395,Undifferentiated,AmericanBar,0.51388053,BuckhornSprings,0.36766424,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000071"
1210,52.28,2.589,13.75,13.08,nan,nan,0.216,4.74,8.74,2.91,1.04,0.405,41,71,37,376,414,27,299,220,43,15.3,21,144,132,8,25,46,6,nan,Imnaha,1,Imnaha,0.66305951,Wanapum,0.26393213,Undifferentiated,AmericanBar,0.50863837,BuckhornSprings,0.38165542,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000069"
1211,52.17,2.619,13.9,12.92,nan,nan,0.216,4.73,8.85,2.95,1,0.405,34,69,38,380,440,26,306,221,43,15.7,20,139,129,8,24,48,6,nan,Imnaha,1,Imnaha,0.62588262,Wanapum,0.28249775,Undifferentiated,AmericanBar,0.48934368,BuckhornSprings,0.38809778,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000070"
1212,50.67,2.765,14.81,12.58,nan,nan,0.194,4.51,9.66,3.15,0.98,0.418,45,104,37,388,388,22,353,209,45,15.2,23,147,135,6,20,50,2,nan,Imnaha,1,Imnaha,0.6908022,Wanapum,0.26921496,Undifferentiated,AmericanBar,0.98409371,BuckhornSprings,0.01328526,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000060"
1213,52.02,2.995,13.27,14.02,nan,nan,0.227,4.24,8.26,3.16,1.14,0.447,13,33,38,398,407,37,261,223,50,19.8,22,84,128,7,15,44,2,nan,Imnaha,1,Imnaha,0.82659002,Wanapum,0.16894035,Undifferentiated,AmericanBar,0.89198445,FrenchmanSprings,0.04427428,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000072"
1214,52.61,3.061,14.27,12.27,nan,nan,0.211,3.75,8.69,3.21,1.22,0.463,41,50,39,385,454,33,299,234,46,18.8,21,98,135,6,18,57,0.1,nan,Imnaha,1,Imnaha,0.88493243,Wanapum,0.08941038,Undifferentiated,AmericanBar,0.98437295,LowerSteens,0,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000074"
1215,52.74,2.771,13.3,13.84,nan,nan,0.234,3.99,8.03,3.24,1.15,0.479,13,25,33,392,447,30,315,228,47,20.1,22,82,135,6,17,42,3,nan,Imnaha,1,Wanapum,0.78577653,Imnaha,0.19364117,Undifferentiated,BuckhornSprings,0.56714752,AmericanBar,0.39905761,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000073"
1216,50.2,1.362,16.31,9.45,nan,nan,0.156,8.41,11.14,2.29,0.51,0.169,133,280,35,233,203,10,246,104,21,9,17,87,74,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.99999296,Steens,0,Undifferentiated,Asotin,0.99984551,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1217,50.25,1.406,16.26,9.49,nan,nan,0.154,8.24,11.14,2.38,0.51,0.173,126,279,34,243,220,7,246,109,24,10,17,104,90,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.99997505,Steens,0,Undifferentiated,Asotin,0.99998464,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1218,50.29,1.399,16.3,9.52,nan,nan,0.158,8.34,11.07,2.27,0.48,0.174,135,278,38,242,224,8,246,109,22,10,16,100,96,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.99999722,Steens,0,Undifferentiated,Asotin,0.99994367,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1219,50.88,1.455,16.14,8.91,nan,nan,0.159,8.2,11.27,2.3,0.52,0.175,121,289,31,256,172,10,241,107,25,9.7,17,93,82,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.99962186,Steens,0,Undifferentiated,Asotin,0.9990844,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1220,50.41,1.39,16.2,9.56,nan,nan,0.16,8.14,11.1,2.36,0.5,0.177,129,281,36,248,235,8,249,110,25,9,15,106,94,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.99990827,Steens,0,Undifferentiated,Asotin,0.99984835,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1221,50.57,1.403,16.19,9.8,nan,nan,0.159,7.67,11.26,2.38,0.38,0.18,112,286,32,250,231,7,249,107,23,10.7,16,73,84,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.99999918,Steens,0,Undifferentiated,Asotin,0.99970071,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1222,50.84,1.409,15.95,9.79,nan,nan,0.148,7.65,11.17,2.41,0.45,0.182,108,271,34,253,288,8,251,111,24,10.7,18,82,81,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.99999944,Steens,0,Undifferentiated,Asotin,0.99984805,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1223,51.3,1.434,16.22,8.82,nan,nan,0.154,7.89,11.13,2.29,0.57,0.195,139,272,32,238,236,12,262,114,25,11.5,19,93,87,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.9999966,Steens,0,Undifferentiated,Asotin,0.99981719,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1224,50.18,1.514,16,9.91,nan,nan,0.165,8.03,11.11,2.42,0.47,0.199,118,258,34,264,232,8,247,116,25,11,21,79,83,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.99999678,Steens,0,Undifferentiated,Asotin,0.99947558,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1225,53.2,1.635,14.51,10.61,nan,nan,0.175,6.9,10.43,2.48,0.73,0.229,40,99,27,278,245,16,228,135,29,14.4,19,49,97,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.9999931,Steens,0,Undifferentiated,Pomona,0.97836503,Asotin,0.01202292,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1226,53.02,1.693,15.28,9.3,nan,nan,0.176,5.34,11.86,2.36,0.73,0.234,41,112,38,295,620,19,240,136,30,15.5,20,55,94,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.99999985,Steens,0,Undifferentiated,Asotin,0.61304533,Pomona,0.14743697,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1227,54.9,1.606,14.51,10.41,nan,nan,0.168,6.41,9.93,2.53,0.81,0.24,36,93,25,266,277,21,234,138,31,13.3,20,47,95,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.99980697,Steens,0,Undifferentiated,Pomona,0.98844836,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1228,54.39,1.694,14.19,10.9,nan,nan,0.192,4.7,8.68,3.01,1.15,0.287,15,50,36,301,500,33,308,157,34,13.6,19,28,112,nan,nan,nan,nan,nan,SaddleMountains,5,GrandeRonde,0.85362519,SaddleMountains,0.13675349,Undifferentiated,SentinelBluffs,0.74923381,Pomona,0.18136612,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1229,54.42,2.07,14.05,11.58,nan,nan,0.188,4.73,8.46,2.82,1.37,0.305,20,51,31,298,472,45,226,198,40,22,24,47,113,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.99959696,Steens,0,Undifferentiated,Buford,0.80960497,Pomona,0.09528954,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1230,54.69,2.068,14.02,11.58,nan,nan,0.166,4.83,8.16,2.71,1.47,0.312,18,45,30,295,386,44,210,193,41,24.7,22,29,104,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.99994845,Steens,0,Undifferentiated,Buford,0.84158238,Pomona,0.09449414,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1231,54.65,2.098,14.29,10.96,nan,nan,0.185,4.72,8.57,2.66,1.54,0.328,20,58,31,295,675,46,228,200,43,23,24,56,119,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.99992963,Steens,0,Undifferentiated,Buford,0.70147902,WilberCreek,0.19712843,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1232,53.81,3.083,13.09,13.61,nan,nan,0.192,3.81,7.54,3.02,1.71,0.408,0.5,14,21,365,591,44,257,212,43,24.8,23,14,303,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.98640365,Steens,0,Undifferentiated,Esquatzel,0.71332903,ElephantMountain,0.18992482,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1233,54.4,3.026,13.26,13.34,nan,nan,0.188,3.84,7.62,3,1.65,0.408,3,13,19,347,576,47,258,208,40,24.8,24,9,128,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.99923948,Steens,0,Undifferentiated,LowerMonumental,0.42763368,Esquatzel,0.2764568,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1234,50.15,1.75,15.76,10.4,nan,nan,0.154,6.98,11.52,2.52,0.35,0.41,68,293,42,253,335,6,272,110,25,12.8,19,41,98,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.99995295,Steens,0,Undifferentiated,WeissenfelsRidge,0.99862772,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1235,49.55,1.812,15.42,10.71,nan,nan,0.169,7.75,11.21,2.54,0.39,0.443,70,280,31,240,649,10,269,117,27,15.3,21,55,93,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.99999682,Steens,0,Undifferentiated,WeissenfelsRidge,0.99955784,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1236,51.79,2.444,14.22,12.07,nan,nan,0.219,5.3,9.78,2.71,1.01,0.448,24,48,34,313,425,25,257,168,35,21,18,57,125,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.99270571,Steens,0,Undifferentiated,WeissenfelsRidge,0.99938048,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1237,51.79,2.409,14.01,12.4,nan,nan,0.209,5.59,9.46,2.66,1.02,0.453,20,50,32,317,470,24,257,169,35,21,23,52,116,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.99519412,Steens,0,Undifferentiated,WeissenfelsRidge,0.99979823,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1238,52.46,2.491,14.27,11.47,nan,nan,0.19,5.26,9.67,2.83,0.9,0.455,23,47,34,334,731,24,266,173,38,22,20,67,124,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.99826394,Steens,0,Undifferentiated,WeissenfelsRidge,0.99998532,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1239,54.6,1.875,14.63,11.06,nan,nan,0.17,4.34,8.41,2.71,1.71,0.502,29,36,33,278,878,40,283,228,44,20.4,22,22,119,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.99899513,Steens,0,Undifferentiated,WilberCreek,0.99566394,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1240,54.37,1.895,14.29,11.48,nan,nan,0.191,4.32,8.41,2.65,1.88,0.517,29,32,31,270,869,39,277,222,43,19.9,21,20,116,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.99755465,Steens,0,Undifferentiated,WilberCreek,0.99145009,LowerSteens,0,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1241,51.51,3.381,13.18,14.79,nan,nan,0.219,4.13,8.53,2.43,1.28,0.53,10,34,33,398,452,32,234,238,46,28,23,41,161,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.94754574,Wanapum,0.0523627,Undifferentiated,ElephantMountain,0.63749867,PriestRapids,0.35399661,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
1242,51.62,3.48,12.98,14.59,nan,nan,0.212,4.33,8.52,2.54,1.19,0.538,14,41,33,386,448,34,231,240,48,29,19,31,155,nan,nan,nan,nan,nan,SaddleMountains,5,SaddleMountains,0.98223853,Wanapum,0.01773208,Undifferentiated,PriestRapids,0.55757758,ElephantMountain,0.43000601,"Reidel et al, 2002","Reidel, S. P., Johnson, V. G., & Spane, F. A. (2002). Natural Gas Storage in Basalt Aquifers of the Columbia Basin , Pacific Northwest USA: A Guide to Site Characterization. Pacific Northwest National Laboratory, August, 277."
